SQL> set line 150
SQL> select employee_id, first_name, salary, hire_date, department_id from employees;

EMPLOYEE_ID FIRST_NAME               SALARY HIRE_DATE DEPARTMENT_ID                                                                                   
        204 Hermann                   10000 07-JUN-02            70                                                                                   
        203 Susan                      6500 07-JUN-02            40                                                                                   
        205 Shelley                   12008 07-JUN-02           110                                                                                   
        109 Daniel                     9000 16-AUG-02           100                                                                                   
        108 Nancy                     12008 17-AUG-02           100                                                                                   
        114 Den                       11000 07-DEC-02            30                                                                                   
        122 Payam                      7900 01-MAY-03            50                                                                                   
        115 Alexander                  3100 18-MAY-03            30                                                                                   
        100 Steven                    24000 17-JUN-03            90                                                                                   
        137 Renske                     3600 14-JUL-03            50                                                                                   
        200 Jennifer                   4400 17-SEP-03            10                                                                                   
        141 Trenna                     3500 17-OCT-03            50                                                                                   
        184 Nandita                    4200 27-JAN-04            50                                                                                   
        156 Janette                   10000 30-JAN-04            80                                                                                   
        192 Sarah                      4000 04-FEB-04            50                                                                                   
        201 Michael                   13000 17-FEB-04            20                                                                                   
        157 Patrick                    9500 04-MAR-04            80                                                                                   
        174 Ellen                     11000 11-MAY-04            80                                                                                   
        133 Jason                      3300 14-JUN-04            50                                                                                   
        120 Matthew                    8000 18-JUL-04            50                                                                                   
        158 Allan                      9000 01-AUG-04            80                                                                                   
        145 John                      14000 01-OCT-04            80                                                                                   
        146 Karen                     13500 05-JAN-05            80                                                                                   
        142 Curtis                     3100 29-JAN-05            50                                                                                   
        150 Peter                     10000 30-JAN-05            80                                                                                   
        131 James                      2500 16-FEB-05            50                                                                                   
        185 Alexis                     4100 20-FEB-05            50                                                                                   
        193 Britney                    3900 03-MAR-05            50                                                                                   
        147 Alberto                   12000 10-MAR-05            80                                                                                   
        159 Lindsey                    8000 10-MAR-05            80                                                                                   
        168 Lisa                      11500 11-MAR-05            80                                                                                   
        175 Alyssa                     8800 19-MAR-05            80                                                                                   
        151 David                      9500 24-MAR-05            80                                                                                   
        121 Adam                       8200 10-APR-05            50                                                                                   
        188 Kelly                      3800 14-JUN-05            50                                                                                   
        105 David                      4800 25-JUN-05            60                                                                                   
        125 Julia                      3200 16-JUL-05            50                                                                                   
        117 Sigal                      2800 24-JUL-05            30                                                                                   
        189 Jennifer                   3600 13-AUG-05            50                                                                                   
        202 Pat                        6000 17-AUG-05            20                                                                                   
        152 Peter                      9000 20-AUG-05            80                                                                                   
        129 Laura                      3300 20-AUG-05            50                                                                                   
        101 Neena                     17000 21-SEP-05            90                                                                                   
        110 John                       8200 28-SEP-05           100                                                                                   
        111 Ismael                     7700 30-SEP-05           100                                                                                   
        123 Shanta                     6500 10-OCT-05            50                                                                                   
        138 Stephen                    3200 26-OCT-05            50                                                                                   
        130 Mozhe                      2800 30-OCT-05            50                                                                                   
        162 Clara                     10500 11-NOV-05            80                                                                                   
        160 Louise                     7500 15-DEC-05            80                                                                                   
        116 Shelli                     2900 24-DEC-05            30                                                                                   
        103 Alexander                  9000 03-JAN-06            60                                                                                   
        170 Tayler                     9600 24-JAN-06            80                                                                                   
        180 Winston                    3200 24-JAN-06            50                                                                                   
        106 Valli                      4800 05-FEB-06            60                                                                                   
        139 John                       2700 12-FEB-06            50                                                                                   
        181 Jean                       3100 23-FEB-06            50                                                                                   
        112 Jose Manuel                7800 07-MAR-06           100                                                                                   
        143 Randall                    2600 15-MAR-06            50                                                                                   
        169 Harrison                  10000 23-MAR-06            80                                                                                   
        176 Jonathon                   8600 24-MAR-06            80                                                                                   
        153 Christopher                8000 30-MAR-06            80                                                                                   
        140 Joshua                     2500 06-APR-06            50                                                                                   
        177 Jack                       8400 23-APR-06            80                                                                                   
        196 Alana                      3100 24-APR-06            50                                                                                   
        197 Kevin                      3000 23-MAY-06            50                                                                                   
        186 Julia                      3400 24-JUN-06            50                                                                                   
        194 Samuel                     3200 01-JUL-06            50                                                                                   
        144 Peter                      2500 09-JUL-06            50                                                                                   
        190 Timothy                    2900 11-JUL-06            50                                                                                   
        134 Michael                    2900 26-AUG-06            50                                                                                   
        126 Irene                      2700 28-SEP-06            50                                                                                   
        161 Sarath                     7000 03-NOV-06            80                                                                                   
        118 Guy                        2600 15-NOV-06            30                                                                                   
        154 Nanette                    7500 09-DEC-06            80                                                                                   
